VictFound   $n flinches in response to your cold rebuke.~
CharNFound  Relax, $E is gone.~
CharSelf    You can't belive what you've done...~
OtherSelf   $n twitches violently, shocked at $s own behavior.~

SocialName  tweak~
CharNoArg   Tweak who?~
OtherNoArg  none~
CharFound   You gently tweak $S cheek.  Isn't $E so CUTE?~
OtherFound  $n tweaked $N's cheek... don't they look so adorable together?~
VictFound   $n lovingly tweaks your cheek.  It reminds you of Grandma... sniff...~
CharNFound  *Sniff*  That cheek seems to be missing.~
CharSelf    You can't DO that.~
OtherSelf   none~

SocialName  peck~
CharNoArg   Wouldn't you like to do that to a person, or do you prefer air?~
OtherNoArg  none~
CharFound   Risking a slap to the face, you give $N a peck on the cheek.~
OtherFound  $n smiles and gives $N a chaste peck on the cheek.~
VictFound   $n pecks you on the cheek, how sweet!~
CharNFound  I guess you scared them away...~
CharSelf    You must REALLY like yourself.~
OtherSelf   $n tries in vain to wrap $s lips around $s cheeks.~

SocialName  explode~
CharNoArg   You feel the blood boiling in your veins!~
OtherNoArg  $n turns a deep red, fighting to contain $s temper...~
CharFound   You feel your rage explode deep in the pit of your stomach...~
OtherFound  $n burns holes through $N with his explosive anger!~
VictFound   $n is ANGRY with you... I'd run if I were you!!!~
CharNFound  Temper Temper... they left.~
CharSelf    Your soul burns brightly then fades to nothing.~
OtherSelf   $n implodes!!!  Only a grease spot remains where $e once stood.~

SocialName  tongue~
CharNoArg   You slowly give your tongue a nice workout.~
OtherNoArg  none~
CharFound   Mmmm... you give $N a good working over with your tongue...~
OtherFound  $n slides $s tongue over $N's body...~
VictFound   $n wraps $s tongue around you, moving it across your young, nubile flesh...~
CharNFound  Never around when required...~
CharSelf    You slowly tongue yourself.~
OtherSelf   $n slowly tongues $mself... ICK.~

SocialName  view~
CharNoArg   You sit back and watch the world go by.~
OtherNoArg  $n kicks back and enjoys the view.~
CharFound   none~
OtherFound  none~
VictFound   none~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  grumble~
CharNoArg   You grumble distractedly to yourself~
OtherNoArg  $n grumbles and growls. You wonder what's wrong...~
CharFound   You grumble at $N, disgusted with their presence.~
OtherFound  $n seems to be a grumpy bear... $e is grumbling at poor $N.~
VictFound   $n is grumbling at you... what'd you do?~
CharNFound  That person is presently AWOL.~
CharSelf    Why bother?~
OtherSelf   none~

SocialName  cheer~
CharNoArg   You jump up and give a hearty cheer.~
OtherNoArg  $n jumps up and give a hearty cheer!~
CharFound   You cheer $N on and wish $M good luck!~
OtherFound  $n jumps up and give a hearty cheer for $N.~
VictFound   $n jumps up and give a hearty cheer for you.~
CharNFound  Who? Huh? Where?  They're not here, that's for sure~
CharSelf    You cheer silently for yourself since nobody else will~
OtherSelf   $n resorts to cheering for $mself... how sad.~

SocialName  plead~
CharNoArg   You beg and plead to anyone who will listen.~
OtherNoArg  $n pleads $s case to anyone who will listen... You ALMOST feel sorry for $s.~
CharFound   none~
OtherFound  none~
VictFound   none~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  criticize~
CharNoArg   Yes, but who?~
OtherNoArg  none~
CharFound   You criticize $M with all the warmth of a snake.~
OtherFound  With a nasty grin, $n rips apart $Ns efforts.~
VictFound   $n informs you that your attempts need some MAJOR adjustments.~
CharNFound  Where oh where has my victim gone, oh where oh where...~
CharSelf    You criticize yourself profusely.~
OtherSelf   $n tears $mself apart, cursing $s own stupidity.~

SocialName  run~
CharNoArg   You run away in terror and horror!~
OtherNoArg  $n runs away in utter terror!~
CharFound   You run away from $N in complete terror!~
OtherFound  $n runs away from $N in utter terror and horror!~
VictFound   $n runs from you, fearing for $s life!~
CharNFound  No reason to be afraid, they aren't here.~
CharSelf    Are you THAT ugly?~
OtherSelf   $n looks in the mirror, sees $s face, and runs away terrified!~

SocialName  judge~
CharNoArg   Yes, but who?~
OtherNoArg  none~
CharFound   You judge $M on a scale of 1 to 10.~
OtherFound  On a scale from 1 to 10, $n thinks $N is a complete ZERO!!!~
VictFound   $n judges your actions on a scale of 1 to 10 and comes up with ZERO!!!~
CharNFound  They aren't here right now.~
CharSelf    You don't REALLY want to do that.~
OtherSelf   none~

SocialName  insane~
CharNoArg   You feel your sanity slipping away...~
OtherNoArg  Before your eyes, $n's sanity is slipping away...~
CharFound   none~
OtherFound  none~
VictFound   none~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  cover~
CharNoArg   You cover your ears to protect them from the noise.~
OtherNoArg  $n covers $s ears to protect them from all the noise.~
CharFound   You glare at $N and cover your ears.~
OtherFound  $n glares at $N and covers $s ears.~
VictFound   $n covers $s ears because of you... you are TOO LOUD!~
CharNFound  They aren't here right now.~
CharSelf    No... I don't think so.~
OtherSelf   none~

SocialName  flare~
CharNoArg   You flare your nostrils disdainfully.~
OtherNoArg  $n flares $s nostrils disdainfully.~
CharFound   You flare your nostrils disdainfully at $N... HOW RUDE!~
OtherFound  $n flares $s nostrils disdainfully at $N and turns up $s snobbish nose.~
VictFound   $n flares $s nostrils disdainfully at you... what'd you DO???~
CharNFound  Flare if you wish, but that person isn't here to see it.~
CharSelf    *Sniff*  But you should LOVE yourself!~
OtherSelf   none~

SocialName  head~
CharNoArg   You toss your head haughtily.~
OtherNoArg  $n tosses $s head haughtily.~
CharFound   You toss your head haughtily at $N.~
OtherFound  $n tosses her head haughtily at $N... what an ATTITUDE!~
VictFound   $n tossed $s head haughtily at you... :(~
CharNFound  That person is AWOL.~
CharSelf    Why would you do that?~
OtherSelf   none~

SocialName  cower~
CharNoArg   You cower in a corner.~
OtherNoArg  $n cowers in a corner and whimpers softly.~
CharFound   You cower away from $N and $S harsh words.~
OtherFound  $n cowers in a corner, terrified that $N will come after $m.~
VictFound   You scared poor $n!  Now $S is cowering in a corner, afraid for $s life.~
CharNFound  That person is AWOL at the moment.~
CharSelf    You are afraid of your own shadow!~
OtherSelf   $n cowers in the corner afraid of $s own shadow~

SocialName  adjust~
CharNoArg   You look around, make sure nobody is watching, and you adjust your "Tool."~
OtherNoArg  $n looks around slyly, smiles, then reaches down and "adjusts" $mself...~
CharFound   none~
OtherFound  none~
VictFound   none~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  scratch~
CharNoArg   You scratch yourself on the head, confused.~
OtherNoArg  $n reaches up and scratches $mself on the head, confused.~
CharFound   You scratch $N.~
OtherFound  $n scratchs $N.~
VictFound   $n scratchs you...hmmmm feels good.~
CharNFound  none~
CharSelf    You try to scratch an itch.~
OtherSelf   $n is scratching $mself all over..dont get to close it might be catchy.~

SocialName  bkiss~
CharNoArg   You blow kisses to the air.~
OtherNoArg  $n blows kisses at no one in particular.~
CharFound   You blow a kiss at $N and wonder if $E will catch it.~
OtherFound  $n blows a kiss at $N ... isn't $e so CUTE?~
VictFound   $n blows a kiss at you and hopes you'll blow one back at $m.~
CharNFound  You kiss falls to the ground with no one to go to.~
CharSelf    You blow a kiss to yourself... isn't the world beautiful?~
OtherSelf   $n blows a kiss to $mself, obviously very in love.~

SocialName  claw~
CharNoArg   You tighten your hands into a fist.~
OtherNoArg  $n tightens $s hands into a fist, digging $s nails into $s palm.~
CharFound   You claw $S eyes out... GROSS!~
OtherFound  $n buries $s nails in $N's eyes ... OH GOD, THE BLOOD!~
VictFound   $n buries $s nails in your eyes and you are blinded by your own blood!~
CharNFound  They aren't here to claw.~
CharSelf    You claw yourself to shreds!~
OtherSelf   $n rips $mself to shreds with $s fingernails!~

SocialName  rose~
CharNoArg   Who would you like to give it to?~
OtherNoArg  none~
CharFound   You give $M a pretty rose.~
OtherFound  $n hands $N a beautiful rose.~
VictFound   $n hands you a beautiful ---'---,--{@~
CharNFound  They seem to have left.~
CharSelf    You give yourself a rose and feel a little sad...~
OtherSelf   $n gives $mself a rose, dont you feel sorry for $m?~

SocialName  laces~
CharNoArg   Whose laces?~
OtherNoArg  none~
CharFound   With the greatest of stealth, you tie $S shoelaces together.~
OtherFound  $n sneaks up to $N and ties $S shoelaces together.~
VictFound   You try to take a step, and you hit the world facedown!  Someone must have tied your shoelaces together!~
CharNFound  Whose laces?~
CharSelf    You tie your own shoelaces together, try to walk, and promptly fall.~
OtherSelf   $n cleverly ties $s own shoelaces together, tries to walk, and sprawls flat on the floor.~

SocialName  tag~
CharNoArg   Tag whom?~
OtherNoArg  $n casts about for someone to tag.~
CharFound   From nowhere, you pounce on $N and TAG $M remorselessly!  BWAHAHA!!!~
OtherFound  $n dives from the shadows and TAGS $N.  $N IS IT!~
VictFound   $n pounces on you and >>> TAGS <<< you!  You're IT!~
CharNFound  Who were you going to tag, then? Primus? :)~
CharSelf    Unable to catch anyone else, you do the intelligent thing and tag yourself. You're still IT!~
OtherSelf   Unable to catch anyone else, $n tags $mself.  Are you impressed?~

SocialName  starve~
CharNoArg   You show your prominent ribs and hope that someone will take pity.~
OtherNoArg  $n is withering before your eyes!  Starvation!~
CharFound   You throw yourself upon $S mercy, begging for food.~
OtherFound  $n begs $N for food.  One would think that magic would have cured hunger by now...~
VictFound   $n is starving before your eyes!  Could you spare some food, please?~
CharNFound  Sorry, but that person isn't around-- looks like you'll starve.~
CharSelf    none~
OtherSelf   none~

SocialName  aargh~
CharNoArg   AAAAAARRRRRRGGGGGGHHHHHH!!!!!!~
OtherNoArg  $n throws back $s head and howls in profound frustration!~
CharFound   You scream your frustration and grab for $S throat with both hands!~
OtherFound  $n howls in frustration, and leaps for $N, trying to throttle $M!~
VictFound   $n grabs for your throat with two hands, howling in frustration!~
CharNFound  You get even MORE frustrated when you can't find anyone to throttle!~
CharSelf    You scream in frustration at your own stupidity!~
OtherSelf   $n screams in frustration at $s own stupidity!~

SocialName  differ~
CharNoArg   none~
OtherNoArg  none~
CharFound   You glare at $N and disagree.~
OtherFound  $n shakes $s head, disagreeing with $N.~
VictFound   $n glares at you, obviously disagreeing.~
CharNFound  Disagree with whom?~
CharSelf    You seethe with inner conflict, disagreeing with yourself.~
OtherSelf   none~

SocialName  voodoo~
CharNoArg   Bad juju like this has to be directed at a person.~
OtherNoArg  $n looks hostile for a moment.~
CharFound   You stare daggers at $N, jabbing pins into $S effigy.~
OtherFound  $n glares balefully at $N while stabbing a pin into a voodoo doll.~
VictFound   Your heart lurches in your chest, and fiery pain stabs through your skull!~
CharNFound  Your hatred finds no such target.~
CharSelf    You stab a pin into your own voodoo doll!  Agony!~
OtherSelf   $n jabs a pin into $s own voodoo doll, and almost collapses!~

SocialName  slur~
CharNoArg   You slur your words together drunkenly.~
OtherNoArg  $n slurs $s words together.~
CharFound   none~
OtherFound  none~
VictFound   none~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  bye~
CharNoArg   Wave goodbye to whom?~
OtherNoArg  none~
CharFound   You wave goodbye to $N~
OtherFound  $n waves goodbye to $N~
VictFound   $n waves goodbye to you, have a good journey.~
CharNFound  You have goodbye to no one in particular.~
CharSelf    You wave goodbye to yourself!~
OtherSelf   $n waves goodbye to $mself.~

SocialName  wtf~
CharNoArg   What the fuck?~
OtherNoArg  $n looks befuddled.~
CharFound   What the fuck is $S problem?~
OtherFound  $n looks at $N in utmost disgust.~
VictFound   $n looks at you in utmost disgust.~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  high5~
CharNoArg   High five who?~
OtherNoArg  none~
CharFound   You high five $N!~
OtherFound  $n and $N high five.~
VictFound   $n high fives you!~
CharNFound  none~
CharSelf    You fall over trying to high five yourself.~
OtherSelf   $n falls over trying to high five $mself.~

SocialName  slip~
CharNoArg   Feeling slightly confused you fumble with your money a second, then put it away.~
OtherNoArg  $n mutters something and then looks about in a confused and pathetic way.~
CharFound   You secretly bribe $N.~
OtherFound  none~
VictFound   Looking around to see if $s's being watched, $n slips you a twenty and says, "Maybe THIS will change your mind?"~
CharNFound  Way to go Frank, they're not here.~
CharSelf    You do your best to bribe yourself, but you're not taking.~
OtherSelf   For some reason, $n tries to bribe himself.  You consider staying away.~

SocialName  dent~
CharNoArg   Raising your plunger high, you look about for someone needing a denting!~
OtherNoArg  $n wields a gigantic plunger in a threatening way!~
CharFound   Using all your might you smash your plunger into $N's giant dome!~
OtherFound  Horrified, you watch as $n dents $N!~
VictFound   You are humiliated as $n smashes you with a giant plunger!~
CharNFound  Damn!  You sure wish there was a Dome to dent!~
CharSelf    In obvious need of help, you flail about attempting to dent your own dome.~
OtherSelf   You turn your head from the horrible sight of a dome attempting to dent himself.~

SocialName  francais~
CharNoArg   You blurt out what you can in French...~
OtherNoArg  $n slurs, 'Je .. euh.. je voudrais des beaucoup chien..'~
CharFound   You scream obsenities in French to $N.~
OtherFound  $n screams obsenities in French at $N.~
VictFound   $n screams at you, 'Tu est merde!  Tu encule' avec ton soeur!'~
CharNFound  none~
CharSelf    You mutter things under your breath, just like the French.~
OtherSelf   $n mutters things under his breath like the French.~

SocialName  german~
CharNoArg   You blurt out what you can in German...~
OtherNoArg  $n grunts, 'Ie!  Wie ien fermienstien!  Mien lieban!'~
CharFound   You wail obsenities in German to $N.~
OtherFound  $n wails obsenities in German at $N.~
VictFound   $n wails at you, 'Eins le vas!  Swinevich!  Ien verder erven!'~
CharNFound  none~
CharSelf    You rant phrases in German.~
OtherSelf   $n rants away in German.~

SocialName  latin~
CharNoArg   You blurt out what you can in latin...~
OtherNoArg  $n drones, 'Le cupus mordus!  Necro le brasse!~
CharFound   You scream um, heh.  Well, there aren't any obsenities in Latin.~
OtherFound  $n tries in vain to swear at $N in Latin.~
VictFound   $n tries in vain to swear at you in Latin.~
CharNFound  none~
CharSelf    You drone off phrases in Latin.~
OtherSelf   $n drones off in Latin.~

SocialName  doh~
CharNoArg   You slap yourself on the head and yell, 'Doh!'~
OtherNoArg  $n slaps $mself on the head and yells, 'Doh!'~
CharFound   You bonk $N on the head and mutter, 'Moron...'~
OtherFound  $n bonks $N on the head and mutters, 'Moron...'~
VictFound   $n bonks you on the head and mutters something beneath $s breath.~
CharNFound  You look around, but can't find that person.~
CharSelf    none~
OtherSelf   none~

SocialName  agree~
CharNoArg   You nod in agreement.~
OtherNoArg  $n nods in agreement.~
CharFound   You nod in agreement at $N.~
OtherFound  $n nods in agreement at $N.~
VictFound   $n nods at you in agreement.~
CharNFound  That person isn't here.~
CharSelf    You feel very self-assured.~
OtherSelf   none~

SocialName  itch~
CharNoArg   You scratch your head in confusion.~
OtherNoArg  $n scratches $s head in confusion.~
CharFound   You itch $N's back.~
OtherFound  $n itches $N's back.~
VictFound   $n itches your back... pretty nice, eh?~
CharNFound  That person isn't here.~
CharSelf    You reach around, trying to itch your own back.~
OtherSelf   none~

SocialName  ghug~
CharNoArg   You include everyone in the room in a big hug.~
OtherNoArg  You get squashed together with the others as $n includes you in a group hug.~
CharFound   You include everyone in the room in a big hug.~
OtherFound  You get squashed together with the others as $n includes you in a group hug.~
VictFound   You get squashed together with the others as $n includes you in a group hug.~
CharNFound  You get squashed together with the others as $n includes you in a group hug.~
CharSelf    none~
OtherSelf   none~

SocialName  hmm~
CharNoArg   You hmmm thoughtfully.~
OtherNoArg  $n places $s finger on $s chin and hmms thoughtfully.~
CharFound   You look at $N and hmmm thoughtfully.~
OtherFound  $n looks at $N and hmmms thoughtfully.~
VictFound   $n looks at you and hmmms thoughtfully.~
CharNFound  You hmmm thoughtfully.~
CharSelf    You Hmmm thoughtfully.~
OtherSelf   $n places $s finger on $s chin and hmms thoughtfully.~

SocialName  ack~
CharNoArg   ACK!~
OtherNoArg  ACK!~
CharFound   ACK!~
OtherFound  ACK!~
VictFound   ACK!~
CharNFound  ACK!~
CharSelf    ACK!~
OtherSelf   ACK!~

SocialName  gratz~
CharNoArg   You must gratz someone else.~
OtherNoArg  none~
CharFound   You congratulate $N on a job well done!~
OtherFound  $n congratulates $N on a job well done!~
VictFound   $n congratulates you on a job well done!~
CharNFound  You don't see that person here.~
CharSelf    You congratulate yourself.~
OtherSelf   $n congratulates $mself... what an ego!~

SocialName  erotic~
CharNoArg   You dance an exotic, super-erotic dance to everyone in the room!~
OtherNoArg  $n begins to dance some sort of exotic, highly erotic dance to everyone in the room.~
CharFound   You dance a highly erotic dance while stripping for $N!~
OtherFound  $n dances a seductive dance in front of $N while stripping!~
VictFound   $n dances a seductive dance to you, while stripping!~
CharNFound  Who is that?~
CharSelf    You try to dance erotically to yourself, but you nearly break your back!~
OtherSelf   none~

SocialName  smack~
CharNoArg   There is no one to smack..are you losing your mind?~
OtherNoArg  none~
CharFound   You smack $N upside the head, don't you feel better?~
OtherFound  $n smacks $N upside the head.~
VictFound   $n smacks you upside the head...you better duck!~
CharNFound  There is no one to smack..are you losing your mind?~
CharSelf    You attempt to smack yourself upside the head....no brainer!~
OtherSelf   $n tries to smack $mself upside the head... what a moron!~

SocialName  wrinkle~
CharNoArg   You wrinkle your nose haughtily.~
OtherNoArg  $n wrinkles $s nose haughtily.~
CharFound   You look at $N and wrinkle your nose haughtily.~
OtherFound  $n looks at $N and wrinkles $s nose haughtily.~
VictFound   $n looks at you and wrinkles $s nose haughtily.~
CharNFound  Wrinkle away they left.~
CharSelf    You'll go cross eyed looking at your own nose!~
OtherSelf   $n is going cross eyed trying to see $s nose.~

SocialName  smooch~
CharNoArg   You need a smooch bad!~
OtherNoArg  $n needs a smooch bad!~
CharFound   You give $N a big smooch right on the lips!~
OtherFound  $n gives $N a big smooch right on the lips!~
VictFound   $n gives you a big smooch right on the lips!~
CharNFound  Sorry they did not wait for your smooch :(~
CharSelf    You try to smooch yourself..you should get professional help.~
OtherSelf   $n tries to smooch $mself, $e needs professional help!~

SocialName  nose~
CharNoArg   you look for a nose to lick.~
OtherNoArg  $n looks for a nose to lick.~
CharFound   You lick the end of $N nose.~
OtherFound  $n licks the end of $N nose.~
VictFound   $n licks the end of your nose.~
CharNFound  Their nose left!~
CharSelf    You try to lick your own nose!~
OtherSelf   $n tries to lick  $s own nose.  What a long tongue!~

SocialName  tkiss~
CharNoArg   You look for someone to kiss.~
OtherNoArg  $n is looking for someone to kiss.~
CharFound   You pull $N close and kiss $M tenderly.~
OtherFound  $n pulls $N close and kisses $M tenderly.~
VictFound   $n pulls you close and kisses you tenderly.~
CharNFound  Your hearts desire left :(~
CharSelf    You try to kiss yourself. That really should be done in private!~
OtherSelf   $n tries to kiss $mself tenderly. $e really should do that in private!~

SocialName  swave~
CharNoArg   You wave sadly.~
OtherNoArg  $n waves sadly.~
CharFound   You sadly wave to $N.~
OtherFound  $n sadly waves to $N.~
VictFound   $n sadly waves to you.~
CharNFound  They didn't wait for you to wave goodbye.~
CharSelf    Are you going on adventures as well??~
OtherSelf   $n sadly waves to $mself.~

SocialName  ssmile~
CharNoArg   You smile sadly.~
OtherNoArg  $n smiles sadly.~
CharFound   You sadly smile at $M.~
OtherFound  $n smiles sadly at $N.~
VictFound   $n smiles sadly at you.~
CharNFound  There's no one by that name around.~
CharSelf    You sadly smile to yourself.~
OtherSelf   $n smiles sadly to $mself.~

SocialName  loom~
CharNoArg   You loom as high as you can.~
OtherNoArg  $n looms as high as $e can...~
CharFound   You loom over $N.~
OtherFound  $n looms over $N.~
VictFound   $n looms over you. An impressive sight.~
CharNFound  You can't loom over something absent.~
CharSelf    You try to loom over yourself!~
OtherSelf   $n grows higher and higher trying to loom over $sself~

SocialName  mouth~
CharNoArg   You take some deep breaths.~
OtherNoArg  $n is taking some deep breaths.~
CharFound   You quickly perform mouth to mouth on $N.~
OtherFound  $n quickly performs mouth to mouth on $N.~
VictFound   $n quickly performs mouth to mouth on you.~
CharNFound  quit sucking air..they left.~
CharSelf    You take some deep breaths.~
OtherSelf   $n is taking some deep breaths.~

SocialName  pulse~
CharNoArg   You begin to check evreyone's pulse...you guys alive?~
OtherNoArg  $n begins to check everyone's pulse.~
CharFound   You check $N's pulse, is $E alive?~
OtherFound  $n checks $N's pulse for any sign of life life.~
VictFound   $n is checking your pulse..are you alive?~
CharNFound  Guess the're not alive!~
CharSelf    You check your own pulse..good still beating!~
OtherSelf   $n is checking $s own pulse.~

SocialName  btears~
CharNoArg   You try to blink back the huge tears that are flooding your eyes.~
OtherNoArg  $n tries to blink back the huge tears that are flooding $s eyes.~
CharFound   You look at $N with huge tears flooding your eyes.~
OtherFound  $n looks at $N with huge tears flooding $s eyes.~
VictFound   $n looks at you with  huge tears in $s eyes.~
CharNFound  Turn off the tears, they left.~
CharSelf    You try to blink back the huge tears that are flooding your eyes.~
OtherSelf   $n tries to blink back the huge tears that are flooding $s eyes.~

SocialName  hrub~
CharNoArg   You look for something to rub.~
OtherNoArg  $n is looking for something to rub.~
CharFound   You rub $N's head for good luck~
OtherFound  $n rubs $N's head for good luck~
VictFound   $n rubs your head for good luck.~
CharNFound  Rub away they left.~
CharSelf    You rub your own head *OUCH* that bump hurts!~
OtherSelf   $n rubs $s head, that bump looks like it hurts!~

SocialName  nog~
CharNoArg   You nog.~
OtherNoArg  $n nogs.~
CharFound   You nog at $N.~
OtherFound  $n nogs at $N.~
VictFound   $n nogs at you in agreement.~
CharNFound  Nog your head off -- they aren't here.~
CharSelf    You attempt to nog yourself.~
OtherSelf   $n nogs quietly to $mself.  What a sicko.~

SocialName  elaugh~
CharNoArg   You laugh evilly.~
OtherNoArg  $n laughs evilly.~
CharFound   You look at $N and laugh evilly.~
OtherFound  $n looks at $N and laughs evilly.~
VictFound   $n looks at you and laughs evilly.~
CharNFound  Laugh all you want, they left.~
CharSelf    You laugh evilly to yourself.~
OtherSelf   $n laughs evilly to $mself.~

SocialName  eyebrow~
CharNoArg   You arch an eyebrow.~
OtherNoArg  $n raises one eyebrow.~
CharFound   You raise an eyebrow at $N.~
OtherFound  $n raises one eyebrow at $N.~
VictFound   Mildly surprised, $n raises an eyebrow as $s looks at you.~
CharNFound  You don't see $N around, but you take the time to practice raising one brow.~
CharSelf    You are concerned to find yourself arching a brow at... yourself.~
OtherSelf   Strangely enough, $n raises a brow at $mself.~

SocialName  csmile~
CharNoArg   You smile cynically.~
OtherNoArg  $n smiles cynically.~
CharFound   You smile cynically at $N.~
OtherFound  $n smiles cynically $N.~
VictFound   $n smiles cynically at you.~
CharNFound  Sorry they left.~
CharSelf    You smile cynically.~
OtherSelf   $n smiles cynically.~

SocialName  dkiss~
CharNoArg   You look for someone to kiss.~
OtherNoArg  $n is looking for someone to kiss.~
CharFound   You kiss $N slow, deep, and hard.~
OtherFound  $n kisses $N slow, deep, and hard.~
VictFound   $n kisses you slow, deep, and hard~
CharNFound  Pucker all you want they left.~
CharSelf    You try to kiss yourself..get a life!~
OtherSelf   $n is looking for someone to kiss.~

SocialName  beam~
CharNoArg   You beam a HUGE smile at everyone!~
OtherNoArg  $n beams a HUGE smile at everyone!~
CharFound   You beam a HUGE smile at $N.~
OtherFound  $n beams a HUGE smile at $N.~
VictFound   $n turns an a 600 watt smile in your direction!~
CharNFound  beam away, they left.~
CharSelf    You beam a HUGE smile at everyone.~
OtherSelf   $n beams a HUGE smile at everyone.~

SocialName  kenny~
CharNoArg   You killed Kenny!~
OtherNoArg  $n has killed Kenny! THAT BASTARD!!!!!~
CharFound   none~
OtherFound  none~
VictFound   none~
CharNFound  none~
CharSelf    none~
OtherSelf   none~

SocialName  purr~
CharNoArg   You arch your back and Purr...~
OtherNoArg  $n purrs in satisfaction.~
CharFound   Satisfied, you bump you head into $N's leg and purr.~
OtherFound  Surprisingly, $n purrs at $N.~
VictFound   You begin to worry when $n begins purring, and stares at you!~
CharNFound  You look around for $N, but can't seem to find $M.~
CharSelf    You purr in catty satisfaction...~
OtherSelf   $n begins making a low rumbling noise in evident self satisfaction.~

SocialName  rawr~
CharNoArg   You arch your back and let out a huge RAWR!!~
OtherNoArg  $n RAWRS in such a fashion it sends shivers down your spine.~
CharFound   You look towards $N and let out a huge RAWR!!~
OtherFound  You see $n give $N a huge RAWR!!~
VictFound   $n archs their back towards you and goes RAWR!!~
CharNFound  You can't find $N to RAWR at.~
CharSelf    You give yourself a scare when you RAWR.~
OtherSelf   $n looks confused as they RAWR at themselves.~

SocialName  mosh~
CharNoArg   You mosh madly around the room.~
OtherNoArg  $n moshes madly around the room.~
CharFound   You mosh madly around $N hoping they will notice.~
OtherFound  $n moshes madly around $N, careful this might become a brawl!~
VictFound   $n moshes madly around around the room trying to get your attention.~
CharNFound  You mosh around the room just for the heck of it because the other person is not there.~
CharSelf    You try mosh madly around yourself but only get dizzy.~
OtherSelf   $n moshes around in circles and doesnt seem to get anywhere.~

END
